V6.01主码,主码名称
N73.801,盆腔炎性肿物
N73.802,盆腔感染综合征
N73.901,女性盆腔炎
N73.902,女性盆腔脓肿
N73.903,盆腔囊肿
N73.904,女性盆腔感染
N75.001,前庭大腺囊肿[巴氏腺囊肿]
N75.101,前庭大腺脓肿[巴氏腺脓肿]
N75.801,前庭大腺炎
N76.001,阴道炎
N76.002,阴道脓肿
N76.003,细菌性阴道炎
N76.004,急性外阴阴道炎
N76.005,急性阴道炎
N76.006,阴道壁脓肿
N76.101,慢性外阴阴道炎
N76.102,亚急性外阴阴道炎
N76.201,急性外阴炎
N76.202,外阴蜂窝织炎
N76.203,外阴炎
N76.301,亚急性外阴炎
N76.302,慢性外阴炎
N76.401,外阴脓肿
N76.402,外阴疖
N76.501,阴道溃疡
N76.601,外阴溃疡
N76.602,急性女阴溃疡
N76.801,阴道壁炎性肉芽肿
N80.001,子宫内膜异位
N80.002,子宫颈子宫内膜异位
N80.003,子宫肌腺症
N80.101,卵巢巧克力样囊肿
N80.102,卵巢子宫内膜异位症
N80.103,卵巢子宫内膜异位囊肿
N80.201,输卵管子宫内膜异位症
N80.301,腹膜子宫内膜异位症
N80.302,盆腔腹膜子宫内膜异位症
N80.303,盆腔子宫内膜异位症
N80.401,阴道子宫内膜异位症
N80.402,直肠子宫凹子宫内膜异位症
N80.403,直肠阴道隔子宫内膜异位症
N80.501,直肠子宫内膜异位
N80.602,皮肤子宫内膜异位
N80.603,皮肤瘢痕的子宫内膜异位
N80.801,膀胱子宫内膜异位症
N80.802,输尿管子宫内膜异位症
N80.803,外阴子宫内膜异位症
N80.804,子宫韧带子宫内膜异位症
N80.805,骶前子宫内膜异位症
N80.806,肺子宫内膜异位症
N80.807,鼻腔子宫内膜异位症
N80.808,肝子宫内膜异位症
N80.809,腹膜后子宫内膜异位症
N80.810,腹壁子宫内膜异位
N81.001,女性尿道膨出
N81.101,阴道前壁脱垂
N81.102,阴道脱垂
N81.103,膀胱膨出
N81.104,膀胱膨出伴尿道膨出
N81.201,子宫阴道不完全性脱垂
N81.202,子宫颈脱垂
N81.203,子宫脱垂I度
N81.204,子宫脱垂II度
N81.301,子宫阴道完全脱垂
N81.302,子宫脱垂Ⅲ度
N81.401,子宫阴道脱垂
N81.501,阴道小肠膨出
N81.502,小肠阴道疝
N81.503,阴道后疝
N81.601,阴道后壁脱垂
N81.801,陈旧性会阴裂伤
N81.802,阴道前后壁脱垂
N81.803,阴道松弛
N81.804,会阴缺陷
N81.805,盆底肌肉陈旧性裂伤
N82.001,膀胱阴道瘘
N82.101,尿道阴道瘘
N82.102,输尿管阴道瘘
N82.103,宫颈膀胱瘘
N82.104,子宫输尿管瘘
N82.105,子宫膀胱瘘
N82.201,小肠阴道瘘
N82.301,直肠膀胱阴道瘘
N82.302,直肠阴道瘘
N82.303,阴道大肠瘘
N82.401,子宫直肠瘘
N82.402,肠子宫瘘
N82.501,子宫腹壁瘘
N82.503,阴道会阴瘘
N82.801,子宫颈阴道瘘
N82.901,阴道瘘
N82.902,子宫瘘
N82.903,子宫颈窦道
N83.001,卵巢滤泡囊肿
N83.002,格拉夫卵泡囊肿
N83.003,出血性卵巢滤泡囊肿
N83.101,卵巢黄体囊肿
N83.102,卵巢黄体破裂
N83.103,卵巢黄体血肿
N83.104,出血性黄体囊肿
N83.105,卵巢黄体囊肿破裂
N83.106,卵巢黄素化囊肿
N83.201,卵巢潴留囊肿
N83.203,卵巢包涵囊肿
N83.204,卵巢单纯性囊肿
N83.205,卵巢囊肿
N83.206,卵巢白体囊肿
N83.208,卵巢粘液性囊肿
N83.209,卵巢浆液性囊肿
N83.301,卵巢萎缩
N83.401,输卵管脱垂
N83.501,卵巢扭转
N83.502,输卵管扭转
N83.503,卵巢囊肿蒂扭转
N83.504,卵巢子宫内膜异位囊肿伴扭转
N83.505,副卵管扭转
N83.506,卵巢囊状附件扭转
N83.601,输卵管出血
N83.701,阔韧带血肿
N83.801,阔韧带撕裂综合征[艾伦-马斯特斯]
N83.804,卵巢破裂
N83.805,输卵管囊肿
N83.806,输卵管卵巢囊肿
N83.808,阔韧带囊肿
N83.809,子宫韧带囊肿
N83.810,输卵管系膜囊肿
N83.812,泡状附件
N83.813,输卵管上皮增生
N83.814,圆韧带囊肿
N83.815,阔韧带息肉
N83.816,输卵管憩室
N83.817,卵巢冠囊肿
N83.901,卵巢肿物
N83.902,子宫附件肿物
N83.903,附件肿物
N84.001,子宫内膜息肉
N84.002,子宫息肉
N84.101,子宫颈息肉
N84.102,宫颈粘液性息肉
N84.201,阴道息肉
N84.301,外阴息肉
N84.302,阴唇息肉
N84.801,处女膜息肉
N84.802,输卵管息肉
N85.001,子宫内膜增生
N85.002,子宫内膜囊性增生
N85.003,子宫内膜息肉样增生
N85.004,子宫内膜腺性囊性增生
N85.005,子宫内膜单纯性增生
N85.006,子宫内膜复杂性增生
N85.101,子宫内膜不典型性增生
N85.201,子宫肥大
N85.301,慢性子宫复旧不全
N85.401,子宫前倾
N85.402,子宫后屈
N85.403,子宫后倾
N85.501,子宫内翻
N85.601,阿谢曼综合征
N85.602,子宫内粘连
N85.701,子宫积血
N85.702,输卵管血肿伴有子宫积血
N85.801,子宫内膜萎缩
N85.802,子宫内膜发育不全
N85.803,后天性子宫萎缩
N85.804,子宫纤维化
N85.805,瘢痕子宫
N85.806,子宫颈闭锁
N85.808,子宫囊肿
N85.809,子宫腔积液
N86xx01,宫颈营养不良性溃疡
N86xx02,宫颈褥疮性溃疡
N86xx04,子宫颈糜烂
N86xx05,子宫颈溃疡
N86xx06,子宫颈外翻
N87.001,轻度宫颈发育不良
N87.002,子宫颈上皮瘤样病变[CIN]I级
N87.101,中度宫颈发育不良
N87.102,宫颈上皮瘤样病变[CIN]II级
N87.201,重度宫颈发育不良
N87.901,宫颈发育不良
N87.902,子宫颈上皮瘤样病变
N88.001,宫颈白斑
N88.101,宫颈粘连
N88.102,宫颈陈旧性裂伤
N88.201,子宫颈狭窄
N88.301,宫颈机能不全
N88.302,宫颈口松弛
N88.403,子宫颈延长
N88.802,子宫颈腺囊肿
N88.803,子宫颈纳包氏囊肿
N88.805,子宫颈肥大
N88.806,子宫颈赘生物
N88.808,子宫颈水肿
N88.810,子宫颈钙化
N89.001,轻度阴道发育不良
N89.101,中度阴道发育不良
N89.301,阴道发育不良
N89.401,阴道白斑
N89.501,后天性阴道闭锁
N89.502,阴道粘连
N89.503,阴道狭窄
N89.601,强直性处女膜
N89.602,阴道入口过紧
N89.603,处女膜环过紧
N89.801,陈旧性阴道裂伤
N89.802,阴道壁囊肿
N89.803,阴道血肿
N89.804,阴道囊肿
N89.805,阴道残端囊肿
N89.806,阴道壁硬结
N89.808,陈旧性处女膜破裂
N89.809,阴道排液
N89.810,阴道子宫托溃疡
N89.901,阴道肿物
N90.001,"外阴上皮内肿瘤[VIN],I级"
N90.002,轻度外阴发育不良
N90.101,"外阴上皮内肿瘤[VIN],II级"
N90.102,中度外阴发育不良
N90.301,外阴发育不良
N90.302,外阴鳞状上皮增生
N90.303,外阴上皮内瘤样变
N90.401,外阴白斑
N90.402,外阴角化症
N90.403,外阴营养发育不良
N90.405,外阴干皱症
N90.501,外阴萎缩
N90.502,外阴狭窄
N90.601,阴唇肥大
N90.602,外阴肥大
N90.701,外阴囊肿
N90.702,阴蒂囊肿
N90.801,外阴瘢痕
N90.802,阴蒂血肿
N90.803,会阴瘢痕
N90.804,外阴皮赘
N90.805,外阴水肿
N90.806,外阴象皮病
N90.807,外阴血肿
N90.808,阴蒂肥大
N90.809,外阴粘连
N90.810,外阴非典型增生
N90.811,会阴囊肿
N90.812,会阴切口疝
N90.901,外阴肿物
N91.001,原发性闭经
N91.101,继发性闭经
N91.201,闭经
N91.202,下丘脑性闭经
N91.301,原发性月经稀少
N91.401,继发性月经稀少
N91.501,月经稀少
N92.001,月经过多
N92.101,子宫不规则出血
N92.201,青春期月经过多
N92.301,排卵期出血
N92.401,更年期月经过多
N92.402,绝经前期月经过多
N92.403,绝经期子宫不规则出血
N92.404,更年前期月经过多
N92.602,经期延长
N92.603,月经紊乱
N93.001,性交后出血
N93.801,功能性子宫出血
N93.901,阴道出血
N93.902,异常子宫出血
N94.102,性交疼痛
N94.201,阴道痉挛
N94.301,经前期紧张综合征
N94.401,原发性痛经
N94.501,继发性痛经
N94.601,痛经
N94.802,女性盆腔血肿
N94.803,盆腔静脉充盈综合征
N94.804,女性盆腔积液
N94.805,盆腔包裹性积液
N94.807,女性骶前囊肿
N94.808,交通性腹膜鞘突管积液(交通性努克管积液)
N94.809,女性生殖器皮脂腺囊肿
N94.901,女性盆腔假囊肿
N95.001,绝经后出血
N95.101,更年期综合征
N95.102,绝经期
N95.201,老年性阴道炎
N95.202,绝经期后萎缩性阴道炎
N95.301,人工绝经后综合征
N95.901,绝经后卵巢可扪及综合征
N96xx01,习惯性流产
N96xx02,早期习惯性流产
N96xx03,晚期习惯性流产
N97.001,不排卵性不孕
N97.101,输卵管阻塞性不孕
N97.102,输卵管闭锁性不孕
N97.103,输卵管狭窄性不孕
N97.104,双侧输卵管不全梗阻
N97.105,双侧输卵管梗阻
N97.106,右侧输卵管不全梗阻
N97.107,右侧输卵管梗阻
N97.108,左侧输卵管不全梗阻
N97.109,左侧输卵管梗阻
N97.201,子宫粘连性不孕
N97.202,卵子不植入
N97.401,男方无精性不孕
N97.402,男方少精性不孕
N97.403,男方弱精症
N97.801,阴道畸形性不孕
N97.804,女性生殖器官血囊肿性不孕
N97.903,继发不孕
N97.904,原发不孕
N98.101,卵巢过度刺激综合征
N98.201,植入受精卵并发症
N98.301,胚胎转移并发症
N98.803,与人工授精有关特指并发症
N98.901,与人工授精有关并发症
N99.001,操作后肾功能衰竭
N99.101,操作后尿道狭窄
N99.103,手术后瘢痕性尿道闭锁
N99.104,手术后尿道综合征
N99.105,手术后尿道口畸形
N99.201,手术后阴道狭窄
N99.202,手术后阴道粘连
N99.301,子宫切除术后阴道穹隆脱垂
N99.401,手术后盆腔粘连
N99.402,手术后大网膜粘连
N99.403,手术后腹膜粘连
N99.501,泌尿道外口机能不良
N99.801,阴道残端出血
N99.802,手术后尿潴留
N99.803,绝育后腹痛
N99.804,残余卵巢综合征
N99.805,阴道成形术后阴道短小
N99.806,手术后尿道瘘
N99.807,手术后会阴瘘
N99.808,输尿管膀胱吻合口狭窄
N99.809,输尿管造口狭窄
N99.810,子宫切口憩室
N99.811,膀胱造瘘口狭窄
O00.001,腹腔妊娠
O00.101,输卵管妊娠
O00.102,输卵管妊娠流产
O00.103,输卵管妊娠破裂
O00.104,输卵管峡部妊娠破裂
O00.105,陈旧性异位妊娠
O00.106,输卵管间质部妊娠
O00.107,输卵管峡部妊娠流产
O00.108,输卵管壶腹部妊娠
O00.109,输卵管壶腹部妊娠破裂
O00.110,输卵管壶腹部妊娠流产
O00.111,输卵管伞部妊娠流产
O00.112,输卵管伞部妊娠
O00.113,输卵管伞部妊娠破裂
O00.114,输卵管间质部妊娠流产
O00.115,输卵管间质部妊娠破裂
O00.116,输卵管峡部妊娠
O00.117,输卵管妊娠合并宫内孕
O00.201,卵巢妊娠
O00.202,卵巢妊娠破裂
O00.801,子宫角妊娠
O00.802,子宫颈妊娠
O00.803,阔韧带妊娠
O00.804,子宫肌壁间妊娠
O00.805,剖宫产瘢痕妊娠
O00.806,子宫下段妊娠
O00.807,残角子宫妊娠
O00.901,异位妊娠
O00.902,异位妊娠合并宫内孕
O01.001,完全性葡萄胎
O01.101,部分性葡萄胎
O01.901,滋养细胞病
O01.902,葡萄胎
O02.001,胎停育
O02.101,稽留流产
O02.102,石胎(胎儿石化)
O02.801,绒毛膜血管瘤
O02.901,受孕的异常产物
O03.001,不完全自然流产并发盆腔感染
O03.002,不完全自然流产并发生殖道感染
O03.101,不完全自然流产并发出血
O03.201,不完全自然流产并发栓塞
O03.331,不完全自然流产并发休克
O03.341,不完全自然流产并发肾衰竭
O03.361,不完全自然流产并发盆腔器官损伤
O03.401,不完全自然流产
O03.402,早期难免流产
O03.403,晚期难免流产
O03.404,难免性流产
O03.501,自然流产并发生殖道感染
O03.502,自然流产并发生盆腔感染
O03.601,自然流产并发出血
O03.701,自然流产并发栓塞
O03.831,自然流产并发休克
O03.841,自然流产并发肾衰竭
O03.861,自然流产并发盆腔器官损伤
O03.902,自然流产
O03.911,早期完全自然流产
O03.912,早期自然流产
O03.921,晚期完全自然流产
O03.922,晚期自然流产
O04.001,不完全医疗性流产并发子宫内感染
O04.002,不完全医疗性流产并发盆腔感染
O04.003,不完全医疗性流产并发生殖道感染
O04.101,不完全医疗性流产并发弥散性血管内凝血
O04.102,不完全医疗性流产并发出血
O04.201,不完全医疗性流产并发栓塞
O04.341,不完全医疗性流产并发子宫颈裂伤
O04.381,不完全医疗性流产并发心率缓慢
O04.401,不完全医疗性流产
O04.501,医疗性流产并发生殖道感染
O04.502,医疗性流产并发盆腔感染
O04.601,医疗性流产并发出血
O04.701,医疗性流产并发栓塞
O04.841,医疗性流产并发肾衰竭
O04.861,医疗性流产并发子宫颈裂伤
O04.901,医疗性流产
O04.902,早期医疗性流产
O04.903,晚期医疗性流产
O04.904,早期人工流产(计划生育)
O04.905,中期妊娠引产(计划生育)
O04.906,晚期人工流产(计划生育)
O04.907,引产(计划生育)
O07.001,医疗性流产失败并发盆腔感染
O07.101,医疗性流产失败并发出血
O07.201,医疗性流产失败并发栓塞
O07.301,医疗性流产失败并发代谢紊乱
O07.302,医疗性流产失败并发休克
O07.401,药物流产失败
O07.402,医疗性流产失败
O07.403,人工流产失败
O07.901,企图流产失败
O08.001,流产后子宫内膜炎
O08.002,流产后卵巢炎
O08.003,流产后盆腔炎
O08.004,流产后输卵管炎
O08.005,流产后输卵管卵巢炎
O08.006,流产后脓毒症
O08.007,流产后感染性休克
O08.008,流产后败血症
O08.009,流产后盆腔感染
O08.010,异位妊娠后盆腔感染
O08.101,流产后弥散性血管内凝血
O08.102,流产后出血
O08.103,异位妊娠后出血
O08.105,异位妊娠后腹腔内出血
O08.201,流产后羊水栓塞
O08.202,流产后脓毒性栓塞
O08.204,流产后空气栓塞
O08.205,流产后肺栓塞
O08.206,流产后脓毒败血病性栓塞
O08.301,异位妊娠后休克
O08.302,流产后休克
O08.303,流产后循环性虚脱
O08.401,流产后肾衰竭
O08.403,流产后肾小管坏死
O08.601,流产后肠穿孔
O08.602,流产后子宫穿孔
O08.603,流产后子宫韧带血肿
O08.604,流产后子宫颈裂伤
O08.605,异位妊娠后子宫破裂
O08.801,异位妊娠后子宫颈粘连
O08.802,流产后子宫颈粘连
O08.804,流产后腹痛
O08.805,流产后阔韧带血肿
O08.806,腹腔妊娠后胎盘残留
O08.809,葡萄胎后宫内残留
O10.001,妊娠合并原发性高血压
O10.101,妊娠合并高血压心脏病
O10.201,妊娠合并高血压性肾病
O10.301,妊娠合并高血压心脏病和肾病
O10.401,妊娠合并继发性高血压
O10.901,妊娠合并高血压
O10.902,妊娠合并慢性高血压
O11xx01,慢性高血压并发子痫前期
O12.001,妊娠水肿
O12.101,妊娠合并蛋白尿
O12.201,妊娠水肿伴蛋白尿
O13xx01,妊娠期高血压
O13xx03,轻度子痫前期
O14.101,镜像综合征
O14.102,重度子痫前期
O14.103,HELLP综合征
O15.001,妊娠期子痫
O15.101,分娩期子痫
O15.102,产时子痫
O15.202,产褥期子痫
O15.901,子痫
O16xx01,妊娠期短暂性高血压
O20.001,先兆流产
O20.002,早期先兆流产
O20.003,晚期先兆流产
O20.901,早期妊娠出血
O21.001,轻度妊娠剧吐
O21.101,妊娠剧吐伴代谢障碍
O21.102,妊娠剧吐伴酸中毒
O21.103,妊娠剧吐伴脱水
O21.104,妊娠剧吐伴碳水化合物缺失
O21.105,妊娠剧吐伴电解质失衡
O21.106,妊娠剧吐伴酮症
O21.201,妊娠晚期剧吐
O21.903,妊娠剧吐
O22.001,妊娠期下肢静脉曲张
O22.101,妊娠期外阴静脉曲张
O22.102,妊娠期会阴静脉曲张
O22.103,妊娠期阴道静脉曲张
O22.201,妊娠期血栓性浅静脉炎
O22.202,妊娠期下肢血栓性静脉炎
O22.301,妊娠期深静脉血栓形成
O22.401,妊娠期痔
O22.402,妊娠期痔出血
O22.501,妊娠期大脑静脉血栓形成
O22.801,妊娠期子宫颈静脉曲张
O22.901,妊娠期静脉炎
O22.902,妊娠期静脉病
O22.903,妊娠期静脉血栓形成
O23.001,妊娠期肾感染
O23.002,妊娠期肾盂肾炎
O23.101,妊娠期膀胱感染
O23.201,妊娠期尿道感染
O23.401,妊娠期泌尿道感染
O23.501,妊娠期宫腔感染
O23.502,妊娠期输卵管炎
O23.503,妊娠期前庭大腺囊肿
O23.504,妊娠期子宫颈炎
O23.505,妊娠期生殖道感染
O23.506,妊娠期阴道炎
O23.507,妊娠期细菌性阴道炎
O23.508,妊娠期盆腔炎
O23.509,妊娠期前庭大腺脓肿
O23.510,妊娠期输卵管卵巢炎
O23.511,妊娠期外阴炎
O23.901,妊娠期泌尿生殖道感染
O24.011,妊娠合并1型糖尿病(非胰岛素治疗)
O24.021,妊娠合并1型糖尿病(胰岛素治疗)
O24.111,妊娠合并2型糖尿病(非胰岛素治疗)
O24.121,妊娠合并2型糖尿病(胰岛素治疗)
O24.201,妊娠合并营养不良性糖尿病
O24.301,妊娠合并糖尿病
O24.401,妊娠期糖尿病
O25xx01,妊娠期营养不良
O26.001,妊娠期体重增加过度
O26.101,妊娠期体重增加过低
O26.201,习惯性流产者的妊娠
O26.301,具有子宫内避孕装置的妊娠
O26.401,妊娠疱疹
O26.402,妊娠合并生殖器疱疹
O26.501,孕产妇低血压综合征
O26.601,妊娠合并肝疾病
O26.602,妊娠合并肝硬化
O26.604,妊娠期肝内胆汁淤积症
O26.605,妊娠期急性脂肪肝
O26.608,妊娠合并脂肪肝
O26.609,妊娠合并肝损害
O26.610,妊娠合并肝脓肿
O26.701,妊娠合并耻骨联合分离
O26.811,妊娠合并肾病
O26.812,妊娠合并肾炎
O26.813,妊娠合并慢性肾功能不全
O26.814,妊娠合并肾积水
O26.815,妊娠合并急性肾功能不全
O26.821,妊娠合并腕管综合征
O26.9x001,孕<5周
O26.9x101,孕5周
O26.9x102,孕6周
O26.9x103,孕7周
O26.9x104,孕8周
O26.9x105,孕9周
O26.9x106,孕10周
O26.9x107,孕11周
O26.9x108,孕12周
O26.9x109,孕13周
O26.9x201,孕14周
O26.9x202,孕15周
O26.9x203,孕16周
O26.9x204,孕17周
O26.9x205,孕18周
O26.9x206,孕19周
O26.9x301,孕20周
O26.9x302,孕21周
O26.9x303,孕22周
O26.9x304,孕23周
O26.9x305,孕24周
O26.9x306,孕25周
O26.9x401,孕26周
O26.9x402,孕27周
O26.9x403,孕28周
O26.9x404,孕29周
O26.9x405,孕30周
O26.9x406,孕31周
O26.9x407,孕32周
O26.9x408,孕33周
O26.9x501,孕34周
O26.9x502,孕35周
O26.9x503,孕36周
O26.9x504,孕37周
O26.9x505,孕38周
O26.9x506,孕39周
O26.9x507,孕40周
O26.9x508,孕41周
O26.9x509,孕42周
O26.9x510,孕>42周
O28.301,脐血流比值高
O28.901,产前筛查异常
O29.001,妊娠期麻醉引起的吸入性肺炎
O29.002,妊娠期麻醉引起的胃内容物吸入
O29.003,妊娠期麻醉引起的门德尔松综合征
O29.004,妊娠期麻醉引起的肺压迫性萎陷
O29.005,妊娠期麻醉引起的分泌物吸入
O29.101,妊娠期麻醉引起的心脏停搏
O29.102,妊娠期麻醉引起的心力衰竭
O29.901,妊娠期麻醉并发症
O30.001,双胎妊娠
O30.101,三胎妊娠
O30.201,四胎妊娠
O30.801,五胎妊娠
O30.802,六胎妊娠
O30.901,多胎妊娠
O31.001,压扁胎
O31.002,纸样胎
O31.201,双胎妊娠一胎死宫内
O32.001,不稳定产式
O32.102,臀位
O32.103,初产臀位
O32.104,膝先露
O32.105,足先露
O32.201,斜位产式
O32.202,肩先露(横位)
O32.301,额先露
O32.302,面先露
O32.401,初产头浮(足月头高)
O32.601,复合先露
O33.002,骨盆倾斜引起胎盆不称
O33.003,类人猿骨盆引起胎盆不称
O33.101,骨盆狭窄引起胎盆不称
O33.105,均小骨盆引起胎盆不称
O33.201,骨盆入口狭窄引起胎盆不称
O33.301,漏斗骨盆[骨盆出口狭窄引起胎盆不称]
O33.302,骨盆中腔狭窄引起胎盆不称
O33.501,巨大儿引起胎盆不称
O33.601,胎儿脑积水引起胎盆不称
O33.701,联体双胎引起胎盆不称
O33.702,胎儿腹水引起胎盆不称
O33.703,胎儿水肿引起胎盆不称
O33.704,胎儿脊髓脊膜膨出引起胎盆不称
O33.705,胎儿骶部畸胎瘤引起胎盆不称
O33.706,胎儿肿瘤引起胎盆不称
O33.901,胎盆不称
O33.902,头盆不称
O34.001,妊娠合并双子宫
O34.002,妊娠合并双角子宫
O34.003,妊娠合并残角子宫
O34.004,妊娠合并子宫隔
O34.005,妊娠合并子宫畸形
O34.006,妊娠合并双子宫双子宫颈双阴道
O34.007,妊娠合并双子宫双子宫颈
O34.008,妊娠合并双子宫双阴道
O34.009,妊娠合并子宫不全隔
O34.101,妊娠合并子宫肌瘤
O34.102,妊娠合并子宫肿瘤
O34.103,妊娠合并子宫内膜息肉
O34.201,妊娠合并子宫瘢痕
O34.202,剖宫产史的妊娠
O34.301,妊娠合并子宫颈松弛
O34.302,妊娠合并子宫颈机能不全
O34.401,妊娠合并子宫颈息肉
O34.402,妊娠合并子宫颈肿瘤
O34.403,妊娠合并子宫颈瘢痕
O34.404,妊娠合并子宫颈狭窄
O34.405,妊娠合并子宫颈幼稚
O34.406,妊娠合并子宫颈原位癌
O34.407,妊娠合并子宫颈非典型性增生
O34.408,妊娠合并子宫颈糜烂
O34.409,妊娠合并子宫颈水肿
O34.410,妊娠合并子宫颈术后宫颈异常
O34.411,妊娠合并子宫颈环扎后
O34.501,妊娠合并子宫扭转
O34.502,妊娠合并子宫箝闭
O34.503,妊娠合并子宫脱垂
O34.504,妊娠合并子宫后倾
O34.505,妊娠合并子宫腺肌病
O34.506,妊娠合并子宫内膜异位症
O34.601,妊娠合并阴道纵隔
O34.602,妊娠合并阴道狭窄
O34.603,妊娠合并阴道横隔
O34.604,妊娠合并阴道肿瘤
O34.605,妊娠合并阴道囊肿
O34.606,妊娠合并阴道斜隔
O34.701,妊娠合并外阴硬萎
O34.702,妊娠合并外阴水肿
O34.703,妊娠合并外阴畸形
O34.704,妊娠合并会阴瘢痕
O34.705,妊娠合并外阴瘢痕
O34.801,妊娠合并膀胱膨出
O34.802,妊娠合并悬垂腹
O34.803,妊娠合并卵巢囊肿
O34.804,妊娠合并输卵管扭转
O34.805,妊娠合并输卵管系膜囊肿
O34.806,妊娠合并卵巢肿瘤
O34.807,妊娠合并卵巢畸胎瘤
O34.808,妊娠合并直肠膨出
O34.809,妊娠合并卵巢子宫内膜异位囊肿
O34.810,妊娠合并泡状附件
O34.811,妊娠合并附件肿物
O34.812,妊娠合并盆腔子宫内膜异位
O34.813,妊娠合并输卵管肿瘤
O34.814,妊娠合并卵巢囊肿蒂扭转
O34.815,妊娠合并卵巢肿瘤蒂扭转
O34.816,妊娠合并盆腔粘连
O34.817,妊娠合并输卵管积水
O34.818,妊娠合并卵巢黄体囊肿破裂
O34.819,妊娠合并附件扭转
O35.001,胎儿脊柱裂
O35.002,胎儿脑积水
O35.003,胎儿无脑畸形
O35.004,胎儿脑发育异常
O35.101,胎儿染色体异常
O35.102,胎儿先天愚型
O35.103,唐氏高危
O35.201,胎儿血友病
O35.301,妊娠合并巨细胞病毒感染
O35.302,妊娠合并风疹
O35.601,放射后的孕产妇医疗
O35.701,羊膜穿刺后的孕产妇医疗
O35.702,活组织检查后的孕产妇医疗
O35.704,具有子宫内避孕器的孕产妇医疗
O35.706,手术对胎儿损害的孕产妇医疗
O35.801,胎儿腹水
O35.802,妊娠合并李斯特菌病
O35.803,胎儿畸形
O35.804,妊娠合并弓形体病
O35.805,脐血流异常
O35.806,胎儿单脐动脉
O35.807,胎儿食管闭锁
O35.808,胎儿肢体畸形
O35.809,胎儿肾盂积水
O35.811,胎儿上腭裂
O35.812,胎儿唇裂
O35.813,胎儿唇腭裂
O35.814,胎儿耳畸形
O35.815,胎儿肛门闭锁
O35.816,胎儿尿道下裂
O35.817,胎儿膀胱外翻
O35.818,胎儿马蹄内翻足
O35.819,胎儿多指
O35.820,胎儿多趾
O35.821,胎儿膈疝
O35.822,胎儿腹裂
O35.823,胎儿联体双胎
O35.824,胎儿先天性心脏病
O35.825,胎儿缺指
O35.826,胎儿缺趾
O35.827,胎儿脐膨出
O35.828,胎儿胸腔积液
O35.901,胎儿异常和损害的孕产妇医疗
O36.001,Rh血型不合
O36.002,Rh阴性抗D抗体异常
O36.101,同种免疫伴胎儿水肿
O36.102,ABO血型不合的孕产妇医疗
O36.201,胎儿水肿
O36.202,同种免疫无关的胎儿水肿
O36.301,慢性胎儿宫内窘迫
O36.302,慢性胎儿宫内窘迫(羊水型)
O36.303,慢性胎儿宫内窘迫(胎心型)
O36.304,慢性胎儿宫内窘迫(混合型)
O36.305,胎心监护异常
O36.306,胎动减少
O36.401,胎死宫内
O36.501,妊娠合并低体重儿
O36.503,胎儿生长受限
O36.601,妊娠合并巨大儿
O36.701,腹腔妊娠活胎
O40xx01,妊娠合并羊水过多
O41.001,妊娠合并羊水过少
O41.002,无羊水
O41.101,妊娠合并绒毛膜羊膜炎
O41.102,妊娠合并胎膜炎
O41.103,妊娠合并胎盘炎
O41.104,妊娠合并羊膜腔感染
O41.802,妊娠合并羊膜囊肿
O41.803,妊娠合并羊膜粘连
O42.001,足月胎膜早破(在24小时之内产程开始)
O42.002,早产胎膜早破(在24小时之内产程开始)
O42.111,足月胎膜早破(在1-7天内产程开始)
O42.112,早产胎膜早破(在1-7天内产程开始)
O42.121,早产胎膜早破(在7天以后产程开始)
O42.901,胎膜早破
O43.001,胎儿母体的输血
O43.002,母体胎儿的输血
O43.003,双胎输血综合征
O43.004,双胎反向动脉灌注综合征
O43.101,妊娠合并帆状胎盘
O43.102,妊娠合并多叶胎盘
O43.103,妊娠合并副胎盘
O43.104,妊娠合并轮状胎盘
O43.105,妊娠合并膜状胎盘
O43.106,妊娠合并球拍状胎盘
O43.107,妊娠合并三叶胎盘
O43.108,妊娠合并双叶胎盘
O43.109,妊娠合并异常胎盘
O43.110,妊娠合并有缘胎盘
O43.111,胎盘血管瘤
O43.801,胎盘变性
O43.802,胎盘梗死
O43.803,胎盘纤维化
O43.804,胎盘囊肿
O43.805,胎盘老化
O43.807,胎盘血窦
O43.808,胎盘机能障碍
O43.810,胎盘血肿
O44.001,边缘性前置胎盘
O44.002,低置胎盘
O44.003,前置胎盘
O44.004,中央性前置胎盘
O44.005,部分性前置胎盘
O44.101,前置胎盘伴出血
O44.102,边缘性前置胎盘伴出血
O44.103,中央性前置胎盘伴出血
O44.104,部分性前置胎盘伴出血
O45.001,胎盘早期剥离伴纤维蛋白原缺乏血症
O45.002,胎盘早期剥离伴播散性血管凝血
O45.003,胎盘早期剥离伴纤维蛋白溶解亢进
O45.004,胎盘早期剥离伴低纤维蛋白原血症
O45.801,子宫胎盘卒中
O45.901,胎盘早期剥离
O45.902,胎盘早期剥离伴出血
O45.903,重度胎盘早剥
O46.001,产前出血伴纤维蛋白原缺乏血症
O46.002,产前出血伴播散性血管内凝血
O46.003,产前出血伴纤维蛋白溶解亢进
O46.004,产前出血伴低纤维蛋白原血症
O46.801,胎盘边缘血窦破裂
O46.901,产前出血
O47.001,先兆早产
O47.901,假临产
O47.902,先兆临产
O48xx01,过期妊娠
O60.101,早产伴分娩
O60.102,早产伴自然临产经剖宫产
O60.301,早产经剖宫产
O60.302,早产经引产
O61.001,后叶催产素引产失败
O61.002,前列腺素引产失败
